,"deklination ","stamme"
"πληγή,4127,false","1. (-η)","α-stamme"
"πλῆθος,4128,false","3.","ς-stamme"
"πλήκτης,4131,false","1. (-η)","α-stamme"
"πλήμμυρα,4132,false","1. (-ᾱ)","α-stamme"
"πληροφορία,4136,false","1. (-ᾱ)","α-stamme"
"πλήρωμα,4138,false","3.","τ-stamme"
"πλησμονή,4140,false","1. (-η)","α-stamme"
"πλοιάριον,4142,false","2.","ο-stamme"
"πλοῖον,4143,false","2.","ο-stamme"
"πλόος,4144,false","2.","ο-stamme"
"πλοῦτος,4149,false","2.","ο-stamme"
"πνεῦμα,4151,false","3.","τ-stamme"
"πνοή,4157,false","1. (-η)","α-stamme"
"ποίημα,4161,false","3.","τ-stamme"
"ποίησις,4162,false","3.","ι-stamme"
"ποιητής,4163,false","1. (-η)","α-stamme"
"ποιμήν,4166,false","3.","ν-stamme"
"ποίμνη,4167,false","1. (-η)","α-stamme"
"ποίμνιον,4168,false","2.","ο-stamme"
"πόλεμος,4171,false","2.","ο-stamme"
"πόλις,4172,false","3.","ι-stamme"
"πολιτάρχης,4173,false","1. (-η)","α-stamme"
"πολιτεία,4174,false","1. (-ᾱ)","α-stamme"
"πολίτευμα,4175,false","3.","τ-stamme"
"πολίτης,4177,false","1. (-η)","α-stamme"
"πολυλογία,4180,false","1. (-ᾱ)","α-stamme"
"πόμα,4188,false","3.","τ-stamme"
"πονηρία,4189,false","1. (-ᾱ)","α-stamme"
"πόνος,4192,false","2.","ο-stamme"
"Πόντιος,4194,false","2.","ο-stamme"
"Πόντος,4195,false","2.","ο-stamme"
"Πόπλιος,4196,false","2.","ο-stamme"
"πορεία,4197,false","1. (-ᾱ)","α-stamme"
"πορισμός,4200,false","2.","ο-stamme"
"Πόρκιος,4201,false","2.","ο-stamme"
"πορνεία,4202,false","1. (-ᾱ)","α-stamme"
"πόρνη,4204,false","1. (-η)","α-stamme"
"πόρνος,4205,false","2.","ο-stamme"
"πορφύρα,4209,false","1. (-ᾱ)","α-stamme"
"πορφυρόπωλις,4211,false","3.","ι-stamme"
"πόσις,4213,false","3.","ι-stamme"
"ποταμός,4215,false","2.","ο-stamme"
"ποτήριον,4221,false","2.","ο-stamme"
"Ποτίολοι,4223,false","2.","ο-stamme"
"πότος,4224,false","2.","ο-stamme"
"Πούδης,4227,false","3.","ντ-stamme"
"πούς,4228,false","3.","δ-stamme"
"πρᾶγμα,4229,false","3.","τ-stamme"
"πραγματεία,4230,false","1. (-ᾱ)","α-stamme"
"πραιτώριον,4232,false","2.","ο-stamme"
"πράκτωρ,4233,false","3.","ρ-stamme"
"πρᾶξις,4234,false","3.","ι-stamme"
"πρασιά,4237,false","1. (-ᾱ)","α-stamme"
"πραϋπαθία,4240,true","1. (-ᾱ)","α-stamme"
"πραΰτης,4240,false","3.","τ-stamme"
"πρεσβεία,4242,false","1. (-ᾱ)","α-stamme"
"πρεσβυτέριον,4244,false","2.","ο-stamme"
"πρεσβύτης,4246,false","1. (-η)","α-stamme"
"πρεσβῦτις,4247,false","3.","ι-stamme"
"Πρίσκα,4251,false","1. (-ᾰ)","α-stamme"
"Πρίσκα,4252,false","1. (-ᾱ)","α-stamme"
"προαύλιον,4259,false","2.","ο-stamme"
"προβάτιον,4263,true","2.","ο-stamme"
"πρόβατον,4263,false","2.","ο-stamme"
"πρόγνωσις,4268,false","3.","ι-stamme"
"πρόγονος,4269,false","2.","ο-stamme"
"προδότης,4273,false","1. (-η)","α-stamme"
"πρόθεσις,4286,false","3.","ι-stamme"
"προθεσμία,4287,false","1. (-ᾱ)","α-stamme"
"προθυμία,4288,false","1. (-ᾱ)","α-stamme"
"προκοπή,4297,false","1. (-η)","α-stamme"
"πρόκριμα,4299,false","3.","τ-stamme"
"πρόνοια,4307,false","1. (-ᾱ)","α-stamme"
"προπάτωρ,3962,true","3.","ρ-stamme"
"προσάββατον,4315,false","2.","ο-stamme"
"προσαγωγή,4318,false","1. (-η)","α-stamme"
"προσαίτης,4319,true","1. (-η)","α-stamme"
"προσδοκία,4329,false","1. (-ᾱ)","α-stamme"
"προσευχή,4335,false","1. (-η)","α-stamme"
"προσήλυτος,4339,false","2.","ο-stamme"
"προσκαρτέρησις,4343,false","3.","ι-stamme"
"προσκεφάλαιον,4344,false","2.","ο-stamme"
"πρόσκλισις,4346,false","3.","ι-stamme"
"πρόσκομμα,4348,false","3.","τ-stamme"
"προσκοπή,4349,false","1. (-η)","α-stamme"
"προσκυνητής,4353,false","2.","ο-stamme"
"πρόσλημψις,4356,false","3.","ι-stamme"
"προστάτις,4368,false","3.","ι-stamme"
"προσφάγιον,4371,false","2.","ο-stamme"
"προσφορά,4376,false","1. (-ᾱ)","α-stamme"
"πρόσχυσις,4378,false","3.","ι-stamme"
"προσωπολήμπτης,4381,false","1. (-η)","α-stamme"
"προσωπολημψία,4382,false","1. (-ᾱ)","α-stamme"
"πρόσωπον,4383,false","2.","ο-stamme"
"πρόφασις,4392,false","3.","ι-stamme"
"προφητεία,4394,false","1. (-ᾱ)","α-stamme"
"προφήτης,4396,false","1. (-η)","α-stamme"
"προφῆτις,4398,false","3.","ι-stamme"
"Πρόχορος,4402,false","2.","ο-stamme"
"πρύμνα,4403,false","1. (-ᾰ)","α-stamme"
"πρωΐα,4405,false","1. (-ᾱ)","α-stamme"
"πρῷρα,4408,false","1. (-ᾱ)","α-stamme"
"πρωτοκαθεδρία,4410,false","1. (-ᾱ)","α-stamme"
"πρωτοκλισία,4411,false","1. (-ᾱ)","α-stamme"
"πρωτοστάτης,4414,false","1. (-η)","α-stamme"
"πρωτοτόκια,4415,false","1. (-ᾱ)","α-stamme"
"πτέρνα,4418,false","1. (-ᾰ)","α-stamme"
"πτερύγιον,4419,false","2.","ο-stamme"
"πτέρυξ,4420,false","3.","γ-stamme"
"πτόησις,4423,false","3.","ι-stamme"
"Πτολεμαΐς,4424,false","3.","δ-stamme"
"πτύον,4425,false","2.","ο-stamme"
"πτύσμα,4427,false","3.","τ-stamme"
"πτῶμα,4430,false","3.","τ-stamme"
"πτῶσις,4431,false","3.","ι-stamme"
"πτωχεία,4432,false","1. (-ᾱ)","α-stamme"
"πυγμή,4435,false","1. (-η)","α-stamme"
"πύθων,4436,false","3.","ν-stamme"
"πύλη,4439,false","1. (-η)","α-stamme"
"πυλών,4440,false","3.","ν-stamme"
"πῦρ,4442,false","3.","ρ-stamme"
"πυρά,4443,false","1. (-ᾱ)","α-stamme"
"πύργος,4444,false","2.","ο-stamme"
"πυρετός,4446,false","2.","ο-stamme"
"Πύρρος,4450,true","2.","ο-stamme"
"πύρωσις,4451,false","3.","ι-stamme"
"πῶλος,4454,false","2.","ο-stamme"
"πώρωσις,4457,false","3.","ι-stamme"
"ῥάβδος,4464,false","2.","ο-stamme"
"ῥαβδοῦχος,4465,false","2.","ο-stamme"
"ῥᾳδιούργημα,4467,false","3.","τ-stamme"
"ῥᾳδιουργία,4468,false","1. (-ᾱ)","α-stamme"
"ῥάκος,4470,false","3.","ς-stamme"
"ῥαντισμός,4473,false","2.","ο-stamme"
"ῥάπισμα,4475,false","3.","τ-stamme"
"ῥαφίς,4476,false","3.","δ-stamme"
"Ῥεβέκκα,4479,false","1. (-ᾱ)","α-stamme"
"ῥέδη,4480,false","1. (-η)","α-stamme"
"Ῥήγιον,4484,false","2.","ο-stamme"
"ῥῆγμα,4485,false","3.","τ-stamme"
"ῥῆμα,4487,false","3.","τ-stamme"
"ῥήτωρ,4489,false","3.","ρ-stamme"
"ῥίζα,4491,false","1. (-ᾰ)","α-stamme"
"ῥιπή,4493,false","1. (-η)","α-stamme"
"Ῥόδη,4498,false","1. (-η)","α-stamme"
"Ῥόδος,4499,false","2.","ο-stamme"
"ῥομφαία,4501,false","1. (-ᾱ)","α-stamme"
"Ῥοῦφος,4504,false","2.","ο-stamme"
"ῥύμη,4505,false","1. (-η)","α-stamme"
"ῥυπαρία,4507,false","1. (-ᾱ)","α-stamme"
"ῥύπος,4509,false","2.","ο-stamme"
"ῥύσις,4511,false","3.","ι-stamme"
"ῥυτίς,4512,false","3.","ι-stamme"
"Ῥώμη,4516,false","1. (-η)","α-stamme"
"σαββατισμός,4520,false","2.","ο-stamme"
"σάββατον,4521,false","2.","ο-stamme"
"σαγήνη,4522,false","1. (-η)","α-stamme"
"Σαδδουκαῖος,4523,false","2.","ο-stamme"
"σάκκος,4526,false","2.","ο-stamme"
"Σαλαμίς,4529,false","3.","ν-stamme"
"Σαλμώνη,4534,false","1. (-η)","α-stamme"
"σάλος,4535,false","2.","ο-stamme"
"σάλπιγξ,4536,false","3.","γ-stamme"
"σαλπιστής,4538,false","1. (-η)","α-stamme"
"Σαλώμη,4539,false","1. (-η)","α-stamme"
"Σαμάρεια,4540,false","1. (-ᾱ)","α-stamme"
"Σαμαρίτης,4541,false","1. (-η)","α-stamme"
"Σαμαρῖτις,4542,false","3.","ι-stamme"
"Σαμοθρᾴκη,4543,false","1. (-η)","α-stamme"
"Σάμος,4544,false","2.","ο-stamme"
"σανδάλιον,4547,false","2.","ο-stamme"
"σανίς,4548,false","3.","δ-stamme"
"Σάπφιρα,4551,false","1. (-ᾱ)","α-stamme"
"σάπφιρος,4552,false","2.","ο-stamme"
"σαργάνη,4553,false","1. (-η)","α-stamme"
"Σάρδεις,4554,false","3.","ι-stamme"
"σάρδιον,4556,false","2.","ο-stamme"
"σαρδόνυξ,4557,false","3.","χ-stamme"
"Σάρεπτα,4558,false","1. (-ᾰ)","α-stamme"
"σάρξ,4561,false","3.","κ-stamme"
"Σάρρα,4564,false","1. (-ᾱ)","α-stamme"
"Σαρών,4565,false","3.","ν-stamme"
"Σατανᾶς,4567,false","1. (-ᾱ)","α-stamme"
"σάτον,4568,false","2.","ο-stamme"
"Σαῦλος,4569,false","2.","ο-stamme"
"σέβασμα,4574,false","3.","τ-stamme"
"σεισμός,4578,false","2.","ο-stamme"
"Σεκοῦνδος,4580,false","2.","ο-stamme"
"Σελεύκεια,4581,false","1. (-ᾱ)","α-stamme"
"σελήνη,4582,false","1. (-η)","α-stamme"
"σεμίδαλις,4585,false","3.","ι-stamme"
"σεμνότης,4587,false","3.","τ-stamme"
"Σέργιος,4588,false","2.","ο-stamme"
"σημεῖον,4592,false","2.","ο-stamme"
"σής,4597,false","3.","τ-stamme"
"σιαγών,4600,false","3.","ν-stamme"
"σιγή,4602,false","1. (-η)","α-stamme"
"σίδηρος,4604,false","2.","ο-stamme"
"Σιδών,4605,false","3.","ν-stamme"
"Σιδώνιος,4606,false","2.","ο-stamme"
"σικάριος,4607,false","2.","ο-stamme"
"Σιλᾶς,4609,false","1. (-ᾱ)","α-stamme"
"Σιλουανός,4610,false","2.","ο-stamme"
"σιμικίνθιον,4612,false","2.","ο-stamme"
"Σίμων,4613,false","3.","ν-stamme"
"σίναπι,4615,false","3.","ι-stamme"
"σινδών,4616,false","3.","ν-stamme"
"σιρός,4577,true","2.","ο-stamme"
"σιτίον,4621,true","2.","ο-stamme"
"σιτομέτριον,4620,false","2.","ο-stamme"
"σῖτος,4621,false","2.","ο-stamme"
"σκάνδαλον,4625,false","2.","ο-stamme"
"σκάφη,4627,false","1. (-η)","α-stamme"
"σκέλος,4628,false","3.","ς-stamme"
"σκέπασμα,4629,false","3.","τ-stamme"
"Σκευᾶς,4630,false","1. (-ᾱ)","α-stamme"
"σκευή,4631,false","1. (-η)","α-stamme"
"σκεῦος,4632,false","3.","ς-stamme"
"σκηνή,4633,false","1. (-η)","α-stamme"
"σκηνοπηγία,4634,false","1. (-ᾱ)","α-stamme"
"σκηνοποιός,4635,false","2.","ο-stamme"
"σκῆνος,4636,false","3.","ς-stamme"
"σκήνωμα,4638,false","3.","τ-stamme"
"σκιά,4639,false","1. (-ᾱ)","α-stamme"
"σκληροκαρδία,4641,false","1. (-ᾱ)","α-stamme"
"σκληρότης,4643,false","3.","τ-stamme"
"σκόλοψ,4647,false","3.","π-stamme"
"σκοπός,4649,false","2.","ο-stamme"
"σκορπίος,4651,false","2.","ο-stamme"
"σκοτία,4653,false","1. (-ᾱ)","α-stamme"
"σκότος,4655,false","3.","ς-stamme"
"σκύβαλον,4657,false","2.","ο-stamme"
"Σκύθης,4658,false","1. (-η)","α-stamme"
"σκῦλον,4661,false","2.","ο-stamme"
"σκώληξ,4663,false","3.","κ-stamme"
"σμάραγδος,4665,false","2.","ο-stamme"
"σμύρνα,4666,false","1. (-ᾰ)","α-stamme"
"Σμύρνα,4667,false","1. (-ᾰ)","α-stamme"
"Σόδομα,4670,false","3.","τ-stamme"
"Σολομών,4672,false","3.","ν-stamme"
"σορός,4673,false","2.","ο-stamme"
"σουδάριον,4676,false","2.","ο-stamme"
"Σουσάννα,4677,false","1. (-ᾰ)","α-stamme"
"σοφία,4678,false","1. (-ᾱ)","α-stamme"
"Σπανία,4681,false","1. (-ᾱ)","α-stamme"
"σπεῖρα,4686,false","1. (-ᾱ)","α-stamme"
"σπεκουλάτωρ,4688,false","3.","ρ-stamme"
"σπέρμα,4690,false","3.","τ-stamme"
"σπήλαιον,4693,false","2.","ο-stamme"
"σπιλάς,4694,false","3.","δ-stamme"
"σπίλος,4696,false","2.","ο-stamme"
"σπλάγχνον,4698,false","2.","ο-stamme"
"σπόγγος,4699,false","2.","ο-stamme"
"σποδός,4700,false","2.","ο-stamme"
"σπορά,4701,false","1. (-ᾱ)","α-stamme"
"σπόρος,4703,false","2.","ο-stamme"
"σπουδή,4710,false","1. (-η)","α-stamme"
"σπυρίς,4711,false","3.","δ-stamme"
"στάδιον,4712,false","2.","ο-stamme"
"στάμνος,4713,false","2.","ο-stamme"
"στασιαστής,4955,true","1. (-η)","α-stamme"
"στάσις,4714,false","3.","ι-stamme"
"στατήρ,4715,false","3.","ρ-stamme"
"σταυρός,4716,false","2.","ο-stamme"
"σταφυλή,4718,false","1. (-η)","α-stamme"
"στάχυς,4719,false","3.","υ-stamme"
"Στάχυς,4720,false","3.","υ-stamme"
"στέγη,4721,false","1. (-η)","α-stamme"
"στεῖρα,4723,false","1. (-ᾱ)","α-stamme"
"στέμμα,4725,false","3.","τ-stamme"
"στεναγμός,4726,false","2.","ο-stamme"
"στενοχωρία,4730,false","1. (-ᾱ)","α-stamme"
"στερέωμα,4733,false","3.","τ-stamme"
"Στεφανᾶς,4734,false","1. (-ᾱ)","α-stamme"
"στέφανος,4735,false","2.","ο-stamme"
"Στέφανος,4736,false","2.","ο-stamme"
"στῆθος,4738,false","3.","ς-stamme"
"στηριγμός,4740,false","2.","ο-stamme"
"στιβάς,4746,false","3.","δ-stamme"
"στίγμα,4742,false","3.","τ-stamme"
"στιγμή,4743,false","1. (-η)","α-stamme"
"στοά,4745,false","1. (-ᾱ)","α-stamme"
"στοιχεῖον,4747,false","2.","ο-stamme"
"στολή,4749,false","1. (-η)","α-stamme"
"στόμα,4750,false","3.","τ-stamme"
"στόμαχος,4751,false","2.","ο-stamme"
"στρατεία,4752,false","1. (-ᾱ)","α-stamme"
"στράτευμα,4753,false","3.","τ-stamme"
"στρατηγός,4755,false","2.","ο-stamme"
"στρατιά,4756,false","1. (-ᾱ)","α-stamme"
"στρατιώτης,4757,false","1. (-η)","α-stamme"
"στρατόπεδον,4760,false","2.","ο-stamme"
"στρῆνος,4764,false","3.","ς-stamme"
"στρουθίον,4765,false","2.","ο-stamme"
"στῦλος,4769,false","2.","ο-stamme"
"συγγένεια,4772,false","1. (-ᾱ)","α-stamme"
"συγγενίς,4773,true","3.","δ-stamme"
"συγγνώμη,4774,false","1. (-η)","α-stamme"
"συγκατάθεσις,4783,false","3.","ι-stamme"
"συγκληρονόμος,4789,false","2.","ο-stamme"
"συγκοινωνός,4791,false","2.","ο-stamme"
"συγκυρία,4795,false","1. (-ᾱ)","α-stamme"
"σύγχυσις,4799,false","3.","ι-stamme"
"συζητητής,4804,false","1. (-η)","α-stamme"
"συκάμινος,4807,false","2.","ο-stamme"
"συκῆ,4808,false","1. (-η)","α-stamme"
"συκομορέα,4809,false","1. (-ᾱ)","α-stamme"
"σῦκον,4810,false","2.","ο-stamme"
"συμβούλιον,4824,false","2.","ο-stamme"
"σύμβουλος,4825,false","2.","ο-stamme"
"συμμαθητής,4827,false","1. (-η)","α-stamme"
"συμμιμητής,4831,false","1. (-η)","α-stamme"
"συμπολίτης,4847,false","1. (-η)","α-stamme"
"συμπόσιον,4849,false","2.","ο-stamme"
"συμπρεσβύτερος,4850,false","2.","ο-stamme"
"συμφυλέτης,4853,false","2.","ο-stamme"
"συμφώνησις,4857,false","3.","ι-stamme"
"συμφωνία,4858,false","1. (-ᾱ)","α-stamme"
"συναγωγή,4864,false","1. (-η)","α-stamme"
"σύνδεσμος,4886,false","1. (-η)","α-stamme"
"σύνδουλος,4889,false","2.","ο-stamme"
"συνδρομή,4890,false","1. (-η)","α-stamme"
"συνέδριον,4892,false","2.","ο-stamme"
"συνείδησις,4893,false","3.","ι-stamme"
"συνέκδημος,4898,false","2.","ο-stamme"
"σύνεσις,4907,false","3.","ι-stamme"
"συνήθεια,4914,false","1. (-ᾱ)","α-stamme"
"συνηλικιώτης,4915,false","1. (-η)","α-stamme"
"συνοδία,4923,false","1. (-ᾱ)","α-stamme"
"συνοχή,4928,false","1. (-η)","α-stamme"
"συντέλεια,4930,false","1. (-ᾱ)","α-stamme"
"σύντριμμα,4938,false","3.","τ-stamme"
"Συντύχη,4941,false","1. (-η)","α-stamme"
"συνωμοσία,4945,false","1. (-ᾱ)","α-stamme"
"Συράκουσαι,4946,false","1. (-η)","α-stamme"
"Συρία,4947,false","1. (-ᾱ)","α-stamme"
"Σύρος,4948,false","2.","ο-stamme"
"Συροφοινίκισσα,4949,false","1. (-ᾰ)","α-stamme"
"Σύρτις,4950,false","3.","ι-stamme"
"σύσσημον,4953,false","2.","ο-stamme"
"συστρατιώτης,4961,false","1. (-η)","α-stamme"
"συστροφή,4963,false","1. (-η)","α-stamme"
"σφαγή,4967,false","1. (-η)","α-stamme"
"σφάγιον,4968,false","2.","ο-stamme"
"σφραγίς,4973,false","3.","δ-stamme"
"σφυδρόν,4974,true","2.","ο-stamme"
"σχῆμα,4976,false","3.","τ-stamme"
"σχίσμα,4978,false","3.","τ-stamme"
"σχοινίον,4979,false","2.","ο-stamme"
"σχολή,4981,false","1. (-η)","α-stamme"
"σῶμα,4983,false","3.","τ-stamme"
"Σώπατρος,4986,false","2.","ο-stamme"
"Σωσθένης,4988,false","3.","ς-stamme"
"Σωσίπατρος,4989,false","2.","ο-stamme"
"σωτήρ,4990,false","3.","ρ-stamme"
"σωτηρία,4991,false","1. (-ᾱ)","α-stamme"
"σωφρονισμός,4995,false","2.","ο-stamme"
"σωφροσύνη,4997,false","1. (-η)","α-stamme"
"ταβέρνη,4999,false","1. (-η)","α-stamme"
"τάγμα,5001,false","3.","τ-stamme"
"ταλαιπωρία,5004,false","1. (-ᾱ)","α-stamme"
"τάλαντον,5007,false","2.","ο-stamme"
"ταμεῖον,5009,false","2.","ο-stamme"
"τάξις,5010,false","3.","ι-stamme"
"ταπεινοφροσύνη,5012,false","1. (-η)","α-stamme"
"ταπείνωσις,5014,false","3.","ι-stamme"
"ταραχή,5016,false","1. (-η)","α-stamme"
"τάραχος,5017,false","2.","ο-stamme"
"Ταρσεύς,5018,false","3.","ευ-stamme"
"Ταρσός,5019,false","2.","ο-stamme"
"ταῦρος,5022,false","2.","ο-stamme"
"ταφή,5027,false","1. (-η)","α-stamme"
"τάφος,5028,false","2.","ο-stamme"
"τάχος,5034,false","3.","ς-stamme"
"τεῖχος,5038,false","3.","ς-stamme"
"τεκμήριον,5039,false","2.","ο-stamme"
"τεκνίον,5040,false","2.","ο-stamme"
"τεκνογονία,5042,false","1. (-ᾱ)","α-stamme"
"τέκνον,5043,false","2.","ο-stamme"
"τέκτων,5045,false","3.","ν-stamme"
"τελειότης,5047,false","3.","τ-stamme"
"τελείωσις,5050,false","3.","ι-stamme"
"τελειωτής,5051,false","1. (-η)","α-stamme"
"τελευτή,5054,false","1. (-η)","α-stamme"
"τέλος,5056,false","3.","ς-stamme"
"τελώνης,5057,false","1. (-η)","α-stamme"
"τελώνιον,5058,false","2.","ο-stamme"
"τέρας,5059,false","3.","τ-stamme"
"Τέρτιος,5060,false","2.","ο-stamme"
"Τέρτυλλος,5061,false","2.","ο-stamme"
"τετραάρχης,5076,false","1. (-η)","α-stamme"
"τετράδιον,5069,false","2.","ο-stamme"
"τέχνη,5078,false","1. (-η)","α-stamme"
"τεχνίτης,5079,false","1. (-η)","α-stamme"
"τήρησις,5084,false","3.","ι-stamme"
"Τιβεριάς,5085,false","3.","δ-stamme"
"Τιβέριος,5086,false","2.","ο-stamme"
"Τιμαῖος,5090,false","2.","ο-stamme"
"τιμή,5092,false","1. (-η)","α-stamme"
"τιμιότης,5094,false","3.","τ-stamme"
"Τιμόθεος,5095,false","2.","ο-stamme"
"Τίμων,5096,false","3.","ν-stamme"
"τιμωρία,5098,false","1. (-ᾱ)","α-stamme"
"Τίτιος,5103,true","2.","ο-stamme"
"τίτλος,5102,false","2.","ο-stamme"
"Τίτος,5103,false","2.","ο-stamme"
"τοῖχος,5109,false","2.","ο-stamme"
"τόκος,5110,false","2.","ο-stamme"
"τολμητής,5113,false","1. (-η)","α-stamme"
"τόξον,5115,false","2.","ο-stamme"
"τοπάζιον,5116,false","2.","ο-stamme"
"τόπος,5117,false","2.","ο-stamme"
"τράγος,5131,false","2.","ο-stamme"
"τράπεζα,5132,false","1. (-ᾰ)","α-stamme"
"τραπεζίτης,5133,false","1. (-η)","α-stamme"
"τραῦμα,5134,false","3.","τ-stamme"
"τράχηλος,5137,false","2.","ο-stamme"
"Τραχωνῖτις,5139,false","3.","ι-stamme"
"τρῆμα,5169,true","3.","τ-stamme"
"τρίβολος,5146,false","2.","ο-stamme"
"τρίβος,5147,false","2.","ο-stamme"
"τριετία,5148,false","1. (-ᾱ)","α-stamme"
"τρίστεγον,5152,false","2.","ο-stamme"
"τρόμος,5156,false","2.","ο-stamme"
"τροπή,5157,false","1. (-η)","α-stamme"
"τρόπος,5158,false","2.","ο-stamme"
"τροφή,5160,false","1. (-η)","α-stamme"
"Τρόφιμος,5161,false","2.","ο-stamme"
"τροφός,5162,false","2.","ο-stamme"
"τροχιά,5163,false","1. (-ᾱ)","α-stamme"
"τροχός,5164,false","2.","ο-stamme"
"τρύβλιον,5165,false","2.","ο-stamme"
"τρυγών,5167,false","3.","ν-stamme"
"τρυμαλιά,5168,false","1. (-ᾱ)","α-stamme"
"Τρύφαινα,5170,false","1. (-ᾰ)","α-stamme"
"τρυφή,5172,false","1. (-η)","α-stamme"
"Τρυφῶσα,5173,false","1. (-ᾰ)","α-stamme"
"Τρῳάς,5174,false","3.","δ-stamme"
"τύπος,5179,false","2.","ο-stamme"
"Τύραννος,5181,false","2.","ο-stamme"
"Τύριος,5183,false","2.","ο-stamme"
"Τύρος,5184,false","2.","ο-stamme"
"Τυχικός,5190,false","2.","ο-stamme"
"ὑάκινθος,5192,false","2.","ο-stamme"
"ὕαλος,5194,false","2.","ο-stamme"
"ὕβρις,5196,false","3.","ι-stamme"
"ὑβριστής,5197,false","1. (-η)","α-stamme"
"ὑδρία,5201,false","1. (-ᾱ)","α-stamme"
"ὕδωρ,5204,false","3.","ρ-stamme"
"ὑετός,5205,false","2.","ο-stamme"
"υἱοθεσία,5206,false","1. (-ᾱ)","α-stamme"
"υἱός,5207,false","2.","ο-stamme"
"ὕλη,5208,false","1. (-η)","α-stamme"
"Ὑμέναιος,5211,false","2.","ο-stamme"
"ὕμνος,5215,false","2.","ο-stamme"
"ὑπακοή,5218,false","1. (-η)","α-stamme"
"ὑπάντησις,5222,false","3.","ι-stamme"
"ὕπαρξις,5223,false","3.","ι-stamme"
"ὑπερβολή,5236,false","1. (-η)","α-stamme"
"ὑπερηφανία,5243,false","1. (-ᾱ)","α-stamme"
"ὑπεροχή,5247,false","1. (-η)","α-stamme"
"ὑπερῷον,5253,false","2.","ο-stamme"
"ὑπηρέτης,5257,false","1. (-η)","α-stamme"
"ὕπνος,5258,false","2.","ο-stamme"
"ὑπογραμμός,5261,false","2.","ο-stamme"
"ὑπόδειγμα,5262,false","3.","τ-stamme"
"ὑπόδημα,5266,false","3.","τ-stamme"
"ὑποζύγιον,5268,false","2.","ο-stamme"
"ὑπόκρισις,5272,false","3.","ι-stamme"
"ὑποκριτής,5273,false","2.","ο-stamme"
"ὑπόλειμμα,5275,true","3.","τ-stamme"
"ὑπολήνιον,5276,false","2.","ο-stamme"
"ὑπόμνησις,5280,false","3.","ι-stamme"
"ὑπομονή,5281,false","1. (-η)","α-stamme"
"ὑπόνοια,5283,false","1. (-ᾱ)","α-stamme"
"ὑποπόδιον,5286,false","2.","ο-stamme"
"ὑπόστασις,5287,false","3.","ι-stamme"
"ὑποστολή,5289,false","1. (-η)","α-stamme"
"ὑποταγή,5292,false","1. (-η)","α-stamme"
"ὑποτύπωσις,5296,false","3.","ι-stamme"
"ὗς,5300,false","3.","υ-stamme"
"ὕσσωπος,5301,false","2.","ο-stamme"
"ὑστέρημα,5303,false","3.","τ-stamme"
"ὑστέρησις,5304,false","3.","ι-stamme"
"ὕψος,5311,false","3.","ς-stamme"
"ὕψωμα,5313,false","3.","τ-stamme"
"φάγος,5314,false","2.","ο-stamme"
"φαιλόνης,5341,false","1. (-η)","α-stamme"
"φανέρωσις,5321,false","3.","ι-stamme"
"φανός,5322,false","2.","ο-stamme"
"φαντασία,5325,false","1. (-ᾱ)","α-stamme"
"φάντασμα,5326,false","3.","τ-stamme"
"φάραγξ,5327,false","3.","γ-stamme"
"Φαρισαῖος,5330,false","2.","ο-stamme"
"φαρμακεία,5331,false","1. (-ᾱ)","α-stamme"
"φάρμακος,5333,false","2.","ο-stamme"
"φάσις,5334,false","3.","ι-stamme"
"φάτνη,5336,false","1. (-η)","α-stamme"
"φέγγος,5338,false","3.","ς-stamme"
"Φῆλιξ,5344,false","3.","κ-stamme"
"φήμη,5345,false","1. (-η)","α-stamme"
"Φῆστος,5347,false","2.","ο-stamme"
"φθόγγος,5353,false","2.","ο-stamme"
"φθόνος,5355,false","2.","ο-stamme"
"φθορά,5356,false","1. (-ᾱ)","α-stamme"
"φιάλη,5357,false","1. (-η)","α-stamme"
"Φιλαδέλφεια,5359,false","1. (-ᾱ)","α-stamme"
"φιλαδελφία,5360,false","1. (-ᾱ)","α-stamme"
"φιλανθρωπία,5363,false","1. (-ᾱ)","α-stamme"
"φιλαργυρία,5365,false","1. (-ᾱ)","α-stamme"
"φίλημα,5370,false","3.","τ-stamme"
"Φιλήμων,5371,false","3.","ν-stamme"
"Φίλητος,5372,false","2.","ο-stamme"
"φιλία,5373,false","1. (-ᾱ)","α-stamme"
"Φιλιππήσιος,5374,false","2.","ο-stamme"
"Φίλιπποι,5375,false","2.","ο-stamme"
"Φίλιππος,5376,false","2.","ο-stamme"
"Φιλόλογος,5378,false","2.","ο-stamme"
"φιλονεικία,5379,false","1. (-ᾱ)","α-stamme"
"φιλοξενία,5381,false","1. (-ᾱ)","α-stamme"
"φίλος,5384,false","2.","ο-stamme"
"φιλοσοφία,5385,false","1. (-ᾱ)","α-stamme"
"φιλόσοφος,5386,false","2.","ο-stamme"
"Φλέγων,5393,false","3.","ντ-stamme"
"φλόξ,5395,false","3.","γ-stamme"
"φόβητρον,5400,false","2.","ο-stamme"
"φόβος,5401,false","2.","ο-stamme"
"Φοίβη,5402,false","1. (-η)","α-stamme"
"Φοινίκη,5403,false","1. (-η)","α-stamme"
"φοῖνιξ,5404,false","3.","κ-stamme"
"Φοῖνιξ,5405,false","3.","κ-stamme"
"φονεύς,5406,false","3.","ευ-stamme"
"φόνος,5408,false","2.","ο-stamme"
"φόρος,5411,false","2.","ο-stamme"
